Date,Code,Investment_Money_Market,Investment_Other_Debt,Investment_Equity,Investment_Warran_and_Right,Cash,Dividend_Receivable,Interest_Receivable,Receivable_on_Security_Sold,Other_Receivable,Prepaid_Tax,Total_Assets,Payable_on_Security_Purchase,Other_Payable,Total_Liabilities,Total_Net_Assets,Subscription,Redemption,Retained_Earning,Distributed_Income,Unrealized_Gain__Loss,Realized_Gain__Loss,Net_Income,Total_NAV,Outstanding_Unit_Issued,NAV_per_Unit
20210104,CC002PFCPROTK151,0,45802178820,0,0,806569479.133334,0,288273157.347109,0,0,4657500,46901678956.4804,0,57859099.438291,57859099.438291,46843819857.0422,66955000000,-20700000000,7381702411.65,-11275435999.86,-834997592.2,0,5317551037.45215,46843819857.0422,46490228.2262,1007.605719
20210104,CC002PFCPROTK152,3000000000,189195418960,0,0,3099059397.46416,0,1184863314.16154,0,147991667.9999,0,196627333339.626,0,77838718.302719,77838718.302719,196549494621.323,192270000000,0,22172753330.44,-33038833975.19,-1792416280,0,16937991546.0729,196549494621.323,192270000,1022.257735
20210104,CC002PFCPROTK154,6000000000,212409744000,0,0,955516380.066849,0,4675357740.12443,0,606557,0,224041224677.191,0,77023542.555721,77023542.555721,223964201134.636,200000000000,0,24872219085.51,-23298849315.45,7342195200,0,15048636164.5756,223964201134.636,200000000,1119.821006
20210104,CC002PFCPROTK157,0,169165120800,0,0,7727490853.86645,0,3748186696.62486,0,0,0,180640798350.491,0,72634123.840351,72634123.840351,180568164226.651,500000000000,-334635516438,39315655260.01,-37841002506.04,3637793300,245000000,9846234610.68096,180568164226.651,168561552.493766,1071.229836
20210104,CC002PFCPROTK158,3000000000,141842641760,0,0,3464520503.28038,0,159758625.846329,0,156770834.0005,0,148623691723.127,0,102572858.229595,102572858.229595,148521118864.898,150000000000,-4520852100,17722462897.68,-25453150686.09,-2613024440,125600000,13260083193.3076,148521118864.898,145500000,1020.763704
20210104,CC002PFCPROTK173,0,491197533000,0,0,28564879802.3593,0,10817549795.5741,0,0,0,530579962597.933,0,173676057.56244,173676057.56244,530406286540.371,490000000000,0,21186804583.87,-32511567123.29,16978826400,0,34752222679.791,530406286540.371,490000000,1082.461809
20210104,CC002PFCPROTK175,0,103301308000,0,0,323980196.34,0,1569237676.02302,0,0,0,105194525872.363,0,85514641.400678,85514641.400678,105109011230.962,100000000000,0,7597944850.31,-11204390410.67,964997000,0,7750459791.32234,105109011230.962,100000000,1051.090112
20210104,CC002FICOBLUT202,11000000000,1301392847880.27,0,0,1168461560.18634,0,19677741812.4173,16652986500,0,0,1349892037752.87,0,314431950.433653,314431950.433653,1349577605802.44,1446089000000,-358500000000,236853441293.22,-145689000000,72208499070.6792,10479767657.4208,88135897781.12,1349577605802.44,1074784486.07666,1255.672764
20210104,CC002MMCMPUO0202,113650000000,135989726911,0,0,620934722.800043,0,1649189158.45504,0,0,180000,251910030792.255,0,77104871.473491,77104871.473491,251832925920.782,234000000000,-20000000000,30547089243.09,-7000000000,-493799201.000001,-190854999.999999,14970490878.6916,251832925920.782,216285060.487504,1164.356546
20210104,CC002PFCPROTK177,1500000000,155441364000,0,0,358534673.23,0,3194809457.25998,0,0,0,160494708130.49,0,108319169.543984,108319169.543984,160386388960.946,151350000000,0,14729255204.68,-17646995342.48,-1120398000,0,13074527098.746,160386388960.946,151350000,1059.705246
20210104,CC002PFCPROTK181,2000000000,102589923000,0,0,266819576.552222,0,3682545284.28322,0,0,0,108539287860.835,0,43401484.583673,43401484.583673,108495886376.252,146200000000,-40584944444,7596383974,-11957148473.08,-1213124000,-8000000,8462719319.33177,108495886376.252,106183943.818701,1021.772996
20210104,CC002PFCPROTK198,500000000,52787942505,0,0,25331072.78,0,824546002.831211,0,0,0,54137819580.6112,0,53764224.818476,53764224.818476,54084055355.7927,52100000000,0,3483470747.19,-4804619178.07,-916449030,0,4221652816.67274,54084055355.7927,52100000,1038.081677
20210104,CC002PFCPROTK199,0,419372344550,0,0,20090009348.2,0,3529081289.72352,0,0,0,442991435187.924,0,274854226.4324,274854226.4324,442716580961.491,420500000000,0,13786538215.36,-17966870547.94,1664610650,0,24732302644.0711,442716580961.491,420500000,1052.833724
20210104,CC002PFCPROTK203,4600000000,260477375000,0,0,999011345.64164,0,615593346.636427,0,-0.0018,0,266691979692.276,0,320017722.765425,320017722.765425,266371961969.511,256080000000,0,12650237579.31,-25636063562.51,1690352500,0,21587435452.7108,266371961969.511,256080000,1040.190417
20210104,CC002PFCPROTK204,1900000000,103427797320,0,0,196529083.82,0,816370287.987256,0,-9.5E-05,0,106340696691.807,0,43205526.501224,43205526.501224,106297491165.306,105290000000,0,247483246.6,-6450094245.73,543586086,0,6666516078.43594,106297491165.306,105290000,1009.568726
20210104,CC002PFCPROTK206,5000000000,294759197595,0,0,237359491.06,0,3762689723.38494,0,879901560.61649,0,304639148370.061,0,37706994.300285,37706994.300285,304601441375.761,293401000000,0,0,-15369389369.49,8859197595,0,17710633150.2511,304601441375.761,293401000,1038.174517
20210104,CC002PFCPROTK209,800000000,78645944636,0,0,274962454.89,0,154416405.724143,0,238419838.42475,0,80113743335.0389,0,33266196.390938,33266196.390938,80080477138.6479,78053000000,0,0,-3194292294.76,1967824636,0,3253944797.40796,80080477138.6479,78053000,1025.975647
20210104,CC002PFCPROTK218,0,105745625124,0,0,451550168.403333,0,1067624032.82659,0,771008048.630058,0,108035807373.86,0,31745987.53388,31745987.53388,108004061386.326,105550000000,0,0,-2854187670.9,1748405124,0,3559843933.22611,108004061386.326,105550000,1023.250226
20210104,CC002PFCPROTK224,0,370320688969,0,0,5536484883.4,0,4937829396.74032,0,4945870479.45204,0,385740873728.592,0,5492228039.35832,5492228039.35832,380248645689.234,376200000000,0,0,0,1620688969,0,2427956720.23405,380248645689.234,376200000,1010.76195
20210104,CC002MMSMBPUAS00,16950000000,10543889930,0,0,2069412892.44,0,148916031.39,0,-803160275.92,0,28909058577.91,0,500176332.23,500176332.23,29409234910.14,159238197768.55,-134284322360.09,4448906848.6,0,-246500,0,6699153.08,29409234910.14,24900484.0646,1181.0708
20210104,CC002PFCPRO13900,0,138333017858,0,0,573669389.88,0,603803472.27,0,0,3279301.77,139513770021.92,0,-91403935.3,-91403935.3,139422366086.62,151000000000,-11398356977,28188100339.46,-28474277808.74,-6533201,0,113433733.9,139422366086.62,139580000,998.8707
20210104,CC002MMSMPUSEK00,37800000000,41195942240,0,0,1392521612.41,0,420661978.54,0,1772312137.76,13990470.34,82595428439.05,0,-1868045268.04,-1868045268.04,80727383171.01,702292780570.88,-629309923533.9,7710226168.72,0,-1308000,0,35607965.31,80727383171.01,74363759.6688,1085.5743
20210104,CC002PFSRDMMS217,7000000000,642632271255.35,0,0,5046966560.95,0,9930195723.22,0,0,0,664609433539.52,0,-194951161.15,-194951161.15,664414482378.37,657892306663,0,39405382753.77,-33368297793.95,27055526.26,0,458035229.29,664414482378.37,657892306.663,1009.9137
20210104,CC002MMSRDSMPU00,94850000000,55341911150,0,0,62500855.07,0,1104293561.65,0,0,0,151358705566.72,0,-33910989.25,-33910989.25,151324794577.47,150000000000,0,4134536922.73,-2884354199,-1760000,0,76371853.74,151324794577.47,150000000,1008.832
20210104,CC002PFSRDMMS227,20000000000,844411674169.98,0,0,773244469.18,0,13786956270.39,0,0,0,878971874909.55,0,-146621810.05,-146621810.05,878825253099.5,864600752284,0,24530857063.3,-10943713631.65,-884434.95,0,638241818.8,878825253099.5,864600752.284,1016.4521
20210104,CC002PFCRDM14747,12700000000,384614306700,0,0,63306625.68,0,7106281695.21,0,0,0,404483895020.89,0,338629070.55,338629070.55,404145265950.34,401300000000,0,48234747799.55,-79583836986.46,-2260017890,0,36454373027.25,404145265950.34,401300000,1007.0901
20210104,CC002PFCRDM17272,0,88670206548,0,0,592110358.07,0,140507500.02,0,0,0,89402824406.09,0,47705225.28,47705225.28,89355119180.81,95700000000,-8507263560.81,8418530843.95,-13819107989.18,611356548,407330000,6544273338.85,89355119180.81,87344130,1023.0237
20210104,CC002PFSRDSTM184,47000000000,1516202255000,0,0,320118671.37,0,24368489575.39,0,0,0,1587890863246.76,0,522306171.14,522306171.14,1587368557075.62,1530985750000,0,46765377133.19,-98806884167.61,1095020000,0,107329294110.04,1587368557075.62,1530985750,1036.8278
20210104,CC002PFCRDM19494,4300000000,260477375000,0,0,1242560622.89,0,614226221.5,0,0,0,266634161844.39,0,154297725.17,154297725.17,266479864119.22,258400000000,0,12979396207.5,-25503018082.18,1690352500,0,18913133493.9,266479864119.22,258400000,1031.2688
20210104,CC002PFCRDTMS201,1200000000,71062619250,0,0,433126665.18,0,605886330.66,0,0,0,73301632245.84,0,47190503.7,47190503.7,73254441742.14,70350000000,0,3779917954.25,-6504965753.42,199702160,0,5429787381.31,73254441742.14,70350000,1041.2856
20210104,CC002PFCRDTMS215,0,124655861821.4,0,0,1100511674.01,0,1373885395.82,0,0,1378540301.6,128508799192.83,0,25738334.12,25738334.12,128483060858.71,125300000000,0,0,-984034109.59,1736846821.4,0,2430248146.9,128483060858.71,125300000,1025.4035
20210104,CC002PFCRDTMS216,1000000000,179941222750,0,0,127223081.85,0,3049214592.87,0,0,3322727987.29,187440388412.01,0,29938858.5,29938858.5,187410449553.51,181700000000,0,0,-3320380821.92,4621722750,0,4409107625.43,187410449553.51,181700000,1031.4279
20210104,CC002PFCRDTMA207,4800000000,307826946600,0,0,150100004.13,0,3605130045.65,0,0,1413213560.46,317795390210.24,0,39606129.47,39606129.47,317755784080.77,310000000000,0,0,-15578561643.84,7814946600,0,15519399124.61,317755784080.77,310000000,1025.0187
